chemical name,ACA_class,mol_weight,hydrophobicity,TPSA,complexity,volume,inh_Bac1,inh_Bac2,inh_Bac3,inh_Bac4,inh_Bac5,inh_Bac6,inh_Bac7,inh_Bac8,inh_Bac9,inh_Bac10,inh_Bac11,inh_Bac12,inh_Bac13,inh_Bac14,inh_Bac15,inh_Bac16,inh_Bac17,inh_Bac18,inh_Bac19,inh_Bac20,inh_Bac21,inh_Bac22,inh_Bac23,inh_Bac24,inh_Bac25,inh_Bac26,inh_Bac27,inh_Bac28,inh_Bac29,inh_Bac30,inh_Bac31,inh_Bac32,inh_Bac33,inh_Bac34,inh_Bac35,inh_Bac36,inh_Bac37,inh_Bac38,inh_Bac39,inh_Bac40
Isoetharine mesylate salt,R03AC07 R03CC06,239.31074,1.7,72.7,223,192.2,1,0.561379489,0.624677145,0.62397435,0.854684712,1,0.649355665,0.737041393,0.774732129,0.745677979,0.6995399,0.955799482,0.819448011,0.408427572,0.965152965,1,1,1,0.742355865,0.598400063,0.757841512,1,0.46103423,0.558521714,0.907914585,0.881772994,0.922685235,0.591450971,0.973609038,0.832009251,0.917222503,0.865512212,0.588360998,1,0.9683874,0.952585774,0.835254647,1,1,0.644556857
Isoflupredone acetate,QH02,420.471163,1.5,101,879,313.9,1,1,0.858108278,0.752888854,1,1,0.750721986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.462078503,1,1,1,1,0.907486554,1,1,1,1,1,1,1,0.843344312,1,1,1,1
Isometheptene mucate,A03AX10,141.25386,2.5,12,101,130.7,0.585437498,1,1,1,1,0.96753736,1,1,1,0.921821314,1,1,0.537931368,0.819136418,1,1,0.993765623,0.990216375,1,1,1,1,1,1,1,1,0.875078908,1,1,1,1,1,1,1,1,0.561233836,1,0.784286732,1,0.990216375
Isoniazid,J04AC01,137.13928,-0.7,68,120,104.3,0.991711508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Isopropamide iodide,A03AB09,353.52092,4.3,43.1,419,293.3,1,1,1,0.704624731,1,1,0.32634949,0.566299712,0.929727494,0.809589058,0.972746295,0.879743975,1,1,0.84752026,1,1,0.73451386,0.798234523,1,1,1,0.448265699,0.654753963,0.224374685,0.913372608,1,0.910923285,1,1,0.99296336,1,0.889878639,0.690499546,1,0.755157619,0.989513174,0.950487993,1,0.983109804
Isopyrin hydrochloride,-,245.32016,1.6,35.6,356,200.4,1,1,1,0.872741577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.583666813,1,1,0.135655626,1,1,1,1,1,1,0.363406466,1,1,1,1,1
"Isoquinoline, 6,7-dimethoxy-1-methyl-1,2,3,4-tetrahydro, hydrochloride",-,207.26888,1.7,30.5,210,166.8,1,0.869161073,1,1,1,1,1,1,0.88350589,0.953212186,1,1,1,1,1,1,1,1,0.882818445,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94395647,0.884553506,1,1,0.338114953,1,1,0.936397031
Isosorbide dinitrate,C01DA08 C05AE02,236.13632,1.3,129,268,154.1,1,1,0.676779872,0.381271864,1,0.490761472,0.257932966,0.010809468,1,1,1,0.580080175,1,0.496761204,1,1,1,1,1,0.641114897,0.817234379,1,0.828239177,1,1,0.306408667,0.080226714,0.948894908,0.685459183,0.596352838,0.001898209,0.000673767,1,0.604245861,1.26E-05,0.803663795,0.677510079,1,0.936248501,1
Isosorbide mononitrate,C01DA14,191.13876,-0.4,93.7,216,129.8,1,1,1,1,1,1,1,1,1,1,1,0.931803583,1,0.844339143,1,1,1,0.421109378,1,1,1,1,1,1,1,1,1,0.723687512,1,0.708379159,1,1,0.919015323,1,0.014047191,1,0.992831966,0.868487912,1,1
Isotretinoin,D10AD01 D10AD04 D10BA01 D11AX19 L01XX14 L01XX22,300.43512,6.3,37.3,567,258.7,0.713340559,1,1,0.949804775,1,1,1,1,1,1,1,1,0.822770592,0.827215058,0.673104204,1,1,1,1,0.765705552,1,1,0.884659581,1,1,0.937495711,0.954116361,1,1,1,1,1,1,0.99018187,1,1,1,1,1,1
Isoxicam,M01AC03,335.33512,3,121,627,240.5,0.305883,0.920036494,1,1,1,1,1,1,1,1,0.929343608,1,1,1,0.950677205,1,1,1,1,1,0.936998582,1,1,1,0.903090808,1,0.147488856,1,0.875254525,1,1,1,0.98140115,0.895101457,1,1,1,1,0.835254647,0.642691761
Isoxsuprine hydrochloride,C04AA01,301.38012,2.8,61.7,299,245.4,0.600457633,0.874770679,0.321572052,0.536757802,1,0.886999978,0.786710161,0.227361655,1,1,0.996692144,1,1,1,1,0.667424446,1,0.44966352,1,1,1,0.662775858,1,0.222578497,0.536393623,1,0.088319006,0.888212215,1,1,0.787624419,0.923300792,0.674674951,1,1,1,1,0.535712997,0.825480916,0.966652966
Isradipine,C08CA03,371.38714,4.3,104,685,284.4,1,1,0.612483049,1,1,0.449190596,0.652930177,1,0.879690009,1,1,0.554878808,0.821187055,1,1,1,0.818766888,0.84500039,1,1,0.680306495,1,1,1,1,1,0.960680982,0.121750065,1,0.107634623,0.425573136,0.114663701,1,1,1,0.825480916,0.390695273,1,1,1
Itopride,A03FA07,358.43144,2.3,60,411,287.1,1,1,1,1,1,1,1,1,1,1,1,0.287522886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.859545687,1,0.978411171,1,1,1,1,1,1,0.999569592,1
Itraconazole,J02AC02,705.63342,5.7,101,1120,525.7,1,0.883275705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.567246187,1,1,0.485652208,0,0.975263437,1,1,1,0.441215866,0.95380714,0.48497542,0,1,1,0.92566174,1,0.998897544,1
Ivermectin,P02CF01 QP54AA01 QS02QA03,875.09276,4.1,170,1680,,1,1,1,0.511211223,1,1,0.477417095,0.044519736,1,1,0.1181903,1,0.081411446,1,0.29590297,0.025327225,0.060299195,0.442037298,1,0.03177123,0.914345087,0.706940751,0.95521756,0.68838691,0.013775861,0.00339554,1,0.006102465,1,0.049672552,0.016646068,0.406043289,0.740775618,0.00087023,1,0.032112092,4.51E-05,0.247452187,0.00248147,1
Josamycin,J01FA07,827.99496,2.9,206,1390,,9.45E-07,5.04E-06,5.99E-06,5.92E-06,5.04E-06,9.94E-06,6.45E-07,1.95E-06,6.65E-07,5.04E-06,5.04E-06,0.000103097,7.48E-07,1.14E-05,0.454625539,5.51E-07,9.03E-06,3.77E-07,2.73E-07,8.77E-06,5.85E-06,5.28E-06,0.829232864,0.989402849,5.92E-06,0.000355771,6.48E-05,6.38E-07,5.04E-06,5.51E-07,4.93E-07,3.32E-05,3.88E-05,0.000133484,9.03E-06,6.67E-05,6.45E-07,5.51E-07,5.71E-07,5.04E-06
Kanamycin A sulfate,J01GB04 S01AA24 A07AA08,484.49864,-6.9,283,638,,1,1,1,1,1,1,1,1,0.897968893,1,1,0.893779961,1,1,1,1,0.624034223,0.93658271,1,1,1,1,1,1,1,0.137146501,0.785822779,0.952465781,1,1,1,1,1,1,1,1,0.865512212,1,0.725339833,1
Ketanserin tartrate hydrate,C02KD01,395.426783,2.6,69.7,627,301.5,1,1,1,1,1,1,1,1,1,1,1,0.781176903,1,1,1,1,0.832349622,0.787043868,1,1,1,1,1,1,1,1,0.999098223,0.970445462,1,1,1,0.671802289,0.651974025,1,1,0.985014157,1,0.985448685,0.913810392,1
Ketoconazole,D01AC08 J02AB02 G01AF11,531.43092,4.3,69.1,735,390.3,0.990302647,0.361204826,0.097398136,0.167163141,0.315877365,0.792280986,0.036454141,0.116161659,1,0.268201091,0.954639664,0.899918712,1.69E-06,0.746251199,1,0.004209638,0.478738245,0.531184496,0.002306283,0.004739732,5.04E-06,0.080385001,1,0.339915646,0.00171391,0.000755219,0.186756291,0.244118951,0.321653039,0.199244303,0.240841958,0.186790266,0.619922784,0.000750365,2.64E-05,0.038648289,1.51E-05,0.589020554,0.638381539,1
Ketoprofen,M01AE03 M01AE17 M02AA10,254.28056,3.1,54.4,331,204,1,0.364879775,0.579370122,0.724272097,0.590284662,1,0.883873879,0.591928619,0.96403461,0.850431611,0.893522719,0.735341408,1,0.707183681,1,0.695559763,1,0.746251199,0.715754489,1,0.963051626,0.8817603,0.417140335,0.333444202,1,0.92975608,0.306408667,0.982210234,0.854684712,1,0.833575411,1,0.536957287,0.881806073,1,0.972551309,0.581424494,0.20894263,0.999098223,0.7078185
Ketorolac tromethamine,M01AB15 S01BC05,255.26862,1.9,59.3,376,199.4,0.950308257,0.6969813,0.817785293,0.643160865,0.81814032,1,0.731339812,0.499395597,0.909857975,0.222271493,1,1,0.622659369,0.889878639,0.685315464,0.490761472,0.978411171,0.421335009,0.390639169,0.843833009,0.572077568,0.729840356,0.381091951,0.46782507,0.900764478,0.899850593,0.677558687,1,0.740775618,0.911655865,0.491984745,1,0.489860028,1,0.938347389,1,0.706233591,0.621194184,0.780522518,0.734962718
Ketotifen fumarate,R06AX17 S01GX08,309.42526,3.2,48.6,476,243.5,0.950164501,0.966212691,0.986318631,1,1,1,1,0.113964148,1,1,1,1,1,1,0.896568247,1,0.929570234,1,1,1,1,1,1,1,1,1,1,0.731194401,1,1,1,1,1,1,0.918936295,1,1,1,1,1
Khellin,-,260.24208,2.3,57.9,405,195.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.948961281,1,1,1,1,0.985448685,1,0.987732899,1,1,1,0.933775142,1,1,1,1,1,1,0.933793003,1,0.582143918,1,0.958582063,1,1,1
L(-)-vesamicol hydrochloride,-,259.3865,3.2,23.5,266,213.4,0.664929835,0.88350589,0.853057024,0.856626303,0.97977037,1,0.710064813,0.951629575,1,0.877809808,1,0.462156357,1,1,0.861233775,1,0.831415532,1,0.99283119,1,0.89112033,1,0.420139719,0.913634019,1,1,0.78489086,1,1,1,0.183054033,1,1,1,1,1,0.734185019,0.330634728,0.577795274,1
Labetalol hydrochloride,C07AG01,328.40546,3.1,95.6,385,263.5,0.640314645,0.714620009,0.770708706,1,0.654817273,0.725891083,0.772161429,0.921821314,0.712862265,0.116894782,0.339385035,0.653962644,0.420372244,0.782833535,0.556884025,0.704613152,0.797730895,1,0.241285837,0.442847637,0.274349724,0.736293239,0.503203769,0.557374891,0.569275469,0.575302744,1,1,0.784472143,1,0.809589058,0.883230793,0.757043949,0.280796976,0.650907146,0.766062057,1,0.428232949,0.849629956,0.031263828
Lacidipine,C08CA09,455.54332,4.5,90.9,805,361.1,1,1,0.15386036,1,0.835258636,0.579078362,1,0.773774563,0.78168634,0.001704978,0.015289732,0.632274294,0.06950914,0.838700475,0.001391325,0.00390871,0.431264188,1,0.819136418,0.009136971,1,1,0.780590925,1,1,0.093462116,1,0.652802785,1,0.560459614,1,0.185415861,0.609056871,0.006991061,0.017083467,0.414416167,0.874579695,0.035344565,0.007635661,0.947236322
Lamivudine,J05AF05,229.25624,-0.9,113,331,163.5,1,0.574282254,1,1,0.761816709,1,0.600134368,0.950272996,0.715754489,0.993382947,0.783188159,0.915948114,0.745403386,0.691906527,0.989889981,0.917277375,1,1,0.919580927,1,0.991638637,0.845774033,0.839600313,0.503434661,1,1,1,0.801481832,1,1,1,0.813107917,0.881651499,1,0.335920838,0.919880642,1,0.919987684,0.936248501,0.858463089
Lamotrigine,N03AX09,256.09138,1.4,90.7,242,172.7,1,1,0.760816624,1,1,1,0.961636721,0.816325584,0.62403637,1,1,0.092005233,1,0.875766865,1,1,1,1,1,0.980049522,1,0.630710317,0.882220975,0.057808504,1,0.640718858,0.93268242,1,0.992183977,1,1,0.98657578,1,0.536301984,1,0.757235407,1,0.771536641,1,0.695559763
Lanatoside C,C01AA06,985.11574,0.2,288,1870,,1,0.892217361,0.857345623,1,0.950817962,0.649642517,0.977232189,1,0.833113061,0.952187076,0.763738938,0.6969813,1,1,1,1,1,0.954459851,0.965779074,0.997596801,0.996645137,0.987510715,0.816031252,0.903867609,0.57293819,1,0.949053275,1,1,1,0.933807268,1,0.87743494,1,0.899570719,1,0.859083368,1,1,1
Lansoprazole,A02BC03,369.36147,2.8,87.1,480,264,0.962042799,1,0.044589662,0.351242571,1,0.666115589,0.110585668,0.023800101,1,0.380997421,0.934707552,0.268370273,5.04E-06,0.668696895,1,0.031282821,1,1,0.195540444,8.66E-05,2.31E-05,0.1750194,0.298643931,1,0.409222283,0.00073008,0.02316812,1,1,1,0.989245112,0.04660939,1,0.000428798,0.000152827,0.075856961,2.12E-05,0.805556963,1,1
Leflunomide,L04AA13,270.20727,2.5,55.1,327,191.2,0.600802825,0.965812132,0.353908031,0.208159633,0.390760623,0.605517062,0.30673077,0.195625501,1,0.888872183,0.906081902,1,0.798940308,0.888535631,0.543733706,1,0.7655579,0.725891083,0.548577685,0.049882769,0.002219157,0.890951056,1,1,0.546195267,0.283058293,0.97975182,0.228398429,0.123079471,0.781977781,0.143169836,0.508584533,0.011188961,0.358456364,1,1,6.77E-05,1,1,0.797850254
Letrozole,L02BG04,285.30274,2.7,78.3,420,227.8,0.540854238,1,1,1,1,1,1,1,1,0.973640294,1,1,0.791880238,1,1,1,1,0.944462862,1,1,1,1,0.910816937,0.544585187,0.796543519,1,0.778427412,1,1,0.974749621,0.871655938,1,1,1,1,0.850431611,0.968666524,0.614295135,0.581679633,0.909857975
Levalbuterol hydrochloride,R03AC02 R03CC02,239.31074,0.3,72.7,227,192.5,1,1,1,1,1,0.750248603,1,0.836627391,1,1,1,1,1,1,1,1,0.950308257,1,0.517227537,0.581837342,0.931867772,1,1,1,1,0.949053275,1,1,1,1,1,0.87121473,1,0.826925126,1,0.718686783,1,1,0.726290257,1
Levamisole hydrochloride,P02CE01,204.29138,1.8,40.9,246,161.8,1,1,1,1,0.939909033,1,1,1,0.616284179,0.808285113,0.79157932,1,0.752933742,1,0.938347389,1,0.73453915,0.789840101,1,0.920315807,0.533548678,0.459148378,1,1,0.670801185,1,1,1,0.742355865,1,1,1,0.700047475,1,1,1,0.663301725,0.953647006,0.990866256,0.886392956
Levetiracetam,N03AX14,170.20896,-0.3,63.4,203,134.6,1,1,0.777117229,1,1,1,1,1,1,1,1,1,1,0.985803939,1,1,1,0.86924279,1,1,1,1,1,0.855563566,1,1,0.955721647,1,1,0.910584376,0.414317937,1,1,1,1,0.550339596,1,0.835143452,0.507864596,1
Levocabastine hydrochloride,R01AC02 S01GX02,420.519063,2.5,64.3,681,332.4,1,1,0.618828195,0.796061553,1,1,0.580194498,1,1,1,1,0.185830352,1,0.928533167,0.34137451,0.825759511,1,0.407358418,1,1,1,1,0.120011632,1,1,1,0.319540141,0.866082757,1,0.312935715,0.519320234,0.86302128,1,1,1,0.633073478,1,1,0.078339027,1
Levodopa,N04BA01,197.18794,-2.7,104,209,147.4,1,0.364034123,0.963318679,1,0.632400119,1,1,1,0.565462307,0.995039926,0.991880625,0.652111941,1,1,0.896597986,1,0.939352336,0.710491864,0.935598326,0.908807942,0.920204116,0.536685993,0.721414061,0.822087066,1,0.935674242,1,1,1,1,1,0.793117804,0.956175083,1,0.763882801,0.96607064,0.594528391,1,1,0.978732274
Levonordefrin,R01AB,183.20442,-0.8,86.7,165,141.6,1,0.685280895,0.969183845,0.835254647,0.732715724,1,1,1,0.983480931,1,1,0.697713942,1,0.672107584,1,1,1,1,1,0.477957683,1,0.727611596,1,1,1,0.864946472,1,0.691792405,1,1,0.926513659,1,0.800936677,1,0.49897639,0.996227633,0.865736028,1,1,1
Levopropoxyphene napsylate,-,339.47116,4.2,29.5,397,280.6,1,1,1,1,1,1,1,1,1,1,1,0.956427388,1,1,1,1,1,1,1,0.055752769,1,1,1,1,1,0.397471519,1,1,1,1,1,0.394377007,1,0.361776081,1,0.083211229,1,1,0.917277375,1
Lidocaine hydrochloride,C01BB01 C05AD01 D04AB01 N01BB02 R02AD02 S01HA07 S02DA01,234.33728,2.3,32.3,228,198.5,1,1,0.2851849,1,1,1,0.874961493,0.585707598,1,1,1,0.948407258,1,1,1,0.904810859,1,0.592272658,1,0.832694858,0.931829699,1,0.650519654,0.710125445,1,1,0.594475512,1,1,1,1,0.556884025,1,0.695935841,1,1,0.989889981,0.743316676,0.955361044,0.994742401
Lidoflazine,C08EX01,491.615206,6,35.6,623,394.3,1,1,0.074472849,0.354937551,0.643892065,0.937976033,0.537369764,0.616665097,1,1,0.925173016,0.953319966,0.478320841,1,0.316808212,0.346368488,1,0.05247499,1,1,0.79968704,0.100635011,1,1,0.068975358,0.001454241,1,0.55130016,0.218244065,0.102631449,1.06E-05,0.016641616,7.05E-05,0.008916378,1,1,0.022306463,0.364766365,1,1
Lincomycin hydrochloride,J01FF02,406.53736,0.2,148,499,,5.51E-07,0.00017265,8.57E-06,5.76E-06,5.04E-06,3.56E-05,6.45E-07,2.64E-06,4.93E-07,5.04E-06,5.04E-06,6.54E-07,1.53E-06,5.04E-06,0.388994617,5.51E-07,5.04E-06,5.51E-07,2.78E-07,5.04E-06,5.04E-06,1.00E-05,0.990406272,0.099732133,5.86E-06,0.000213422,5.04E-06,6.57E-07,5.04E-06,5.51E-07,4.93E-07,6.03E-05,0.000232154,0.000691798,5.04E-06,5.13E-06,5.51E-07,5.51E-07,5.51E-07,5.04E-06
Linezolid,J01XX08,337.346103,0.7,71.1,472,252.7,6.84E-07,5.04E-06,5.85E-06,6.69E-06,5.04E-06,1.10E-05,6.45E-07,1.94E-06,4.93E-07,5.04E-06,5.04E-06,1.58E-06,1.71E-06,2.54E-05,5.04E-06,5.51E-07,9.10E-06,5.51E-07,2.73E-07,5.04E-06,5.04E-06,7.52E-06,0.130193051,0.007723953,1.75E-05,0.000273851,5.04E-06,5.51E-07,5.04E-06,3.20E-07,4.93E-07,3.55E-05,2.36E-05,0.000169425,1.31E-05,1.77E-05,6.54E-07,5.51E-07,1.66E-06,5.04E-06
Liothyronine,H03AA02,650.97349,1.7,92.8,402,292.2,0.939612285,0.637095583,1,1,0.89912199,0.843833009,1,1,0.769856491,0.693127043,0.734833666,1,1,0.865860258,0.023810399,0.988607294,0.32995927,0.853014082,0.443291233,0.806107784,0.830834227,0.990066168,1,1,0.079600403,0.323873154,0.958582063,0.779220274,0.632274294,1,0.971957134,1,0.129178401,0.501650957,0.955361044,0.982228221,1,0.498737259,0.565548543,0.47291945
Liranaftate,D01AE,328.4286,4.9,66.7,407,258.8,1,1,0.310905589,0.066034961,0.281879135,0.101715351,0.462915598,0.159138877,1,1,0.929727494,1,0.234589021,0.628668471,0.96816397,0.624552655,1,1,1,0.433939597,0.375162072,1,1,1,1,0.164700703,1,0.257415029,1,0.626885197,0.245740253,1,1,0.025484317,0.558621047,1,0.060985282,1,1,0.670486179
Lisinopril,C09AA03,405.48794,-2.9,133,550,318.9,1,1,1,1,1,1,1,1,1,1,1,0.657160455,1,1,1,1,1,1,1,1,1,0.446352014,0.64899352,1,1,1,1,1,1,1,1,1,0.867937654,1,1,1,1,1,1,1
Lithocholic acid,-,376.5726,6.3,57.5,574,303.1,1,0.992546743,0.783779393,0.707330436,0.655356984,1,0.487777346,1,1,1,1,0.125013014,1,1,1,0.952031143,1,1,1,1,1,1,0.467725379,0.144904163,1,1,0.886023146,0.097253784,1,0.935058669,0.605517062,1,0.872253085,0.697474968,0.619524017,0.715998501,1,0.402057583,1,0.156841856
Lofexidine,N07BC04,259.13178,2.6,33.6,263,185.6,1,1,1,1,1,1,1,1,1,0.974978145,1,1,1,0.961171264,0.910584376,1,1,1,1,1,0.364340957,1,1,1,1,1,1,1,1,1,1,1,0.954639664,1,1,1,1,1,1,1
Lomefloxacin hydrochloride,J01MA07 S01AX17,351.347866,-0.8,72.9,586,256,1,8.41E-06,1.21E-05,3.97E-05,5.04E-06,1.17E-05,4.26E-05,6.26E-06,5.51E-07,1.99E-05,0.948621088,4.93E-07,0.931803583,0.0001362,0.001423006,5.51E-07,0.08679984,0.014949143,2.73E-07,0.005069808,0.079529669,1.27E-05,6.88E-06,4.93E-07,0.174760943,0.099396803,0.000808343,0.000198677,1.88E-05,0.000153415,6.30E-06,0.45658404,0.990216375,0.089717826,0.318426127,0.023322549,0.634450428,0.006240123,0.000279971,5.04E-06
Loperamide hydrochloride,A07DA03,478.04546,5,45,623,376.5,0.822392333,0.524838195,0.185034512,0.134881557,0.626526145,0.343838994,0.007377276,0.010882222,1,0.819534455,0.892685019,1,1,1,0.795495894,1,0.551694064,0.242376154,0.892217361,1,0.561585951,1,1,0.995036086,0.040314031,0.002894824,1,0.598410016,1,0.06013019,0.015447866,0.635038627,0.064833482,0.684639853,1,0.527384019,0.590284662,0.198323996,0.815174682,0.803589366
Loracarbef,J01DC08,349.76894,-1.7,113,600,254.7,0.328621706,1,1,0.303868104,1,1,0.001729015,3.22E-06,1,5.04E-06,5.04E-06,0.000653227,7.48E-07,0.674315097,0.010646995,7.77E-07,1,0.634734697,2.73E-07,5.04E-06,7.71E-06,6.96E-06,5.53E-06,4.93E-07,0.009959859,0.000230873,5.04E-06,0.545062137,5.04E-06,6.93E-06,5.51E-07,3.47E-05,1.76E-05,0.00015842,1.95E-05,5.04E-06,0.000207669,5.51E-07,5.51E-07,5.04E-06
Loratadine,R06AX13,382.88322,5.2,42.4,569,293.6,1,0.026448715,0.002103888,0.11003413,0.000507497,0.024989714,0.151489445,0.012396449,0.029663947,0.001480541,0.00109898,1,8.02E-07,0.157021225,0.020100709,0.000221323,0.463091457,0.310758053,0.000295286,0.000241584,5.04E-06,1,0.414031309,0.740352982,5.80E-05,0.000905297,1,0.008854011,0.167428506,0.016186974,0.01282735,0.120672872,0.491787097,0.000426132,7.23E-06,0.028967263,0.000561844,0.055157557,0.36322642,0.476910979
Lorglumide sodium salt,-,458.39854,6.1,89.5,532,,0.786468962,0.37815264,0.40391367,0.516523278,0.160980972,0.145775841,0.450170153,0.969580631,0.151119577,0.21355109,0.462078503,0.723687512,0.070682447,0.78168634,0.025354828,0.337315553,0.114935763,0.774168315,0.550019175,1,0.364738588,0.82987374,0.807791476,0.926190161,0.600333236,0.321429793,1,1,0.345708801,0.129344051,0.976992812,0.49939257,0.082658702,0.882220975,0.442697817,0.338312907,1,0.348018582,0.237914803,0.129950918
Losartan,C09CA01,422.91062,4.3,92.5,520,323.6,1,1,1,1,1,1,1,1,1,1,1,0.685227764,1,1,1,1,0.507593622,1,1,1,1,1,1,1,1,1,1,0.784472143,1,1,1,0.977743806,1,0.907651126,1,1,1,1,1,1
Lovastatin,C10AA02,404.53964,4.3,72.8,666,,1,0.69835733,0.581837342,0.890180478,0.329336402,0.752412415,0.937493702,1,0.168380219,0.399393129,0.535254873,0.459964443,0.814612113,0.685013694,0.168261757,0.578784031,1,0.902295003,0.323564025,0.41857648,0.54190435,0.926190161,1,0.27885238,0.892217361,0.232818028,1,0.887127645,0.390818101,0.054101762,0.142819298,0.329247577,0.894073118,0.090927034,0.728778028,0.549766378,0.075580633,0.397564964,1,0.748963519
Loxapine succinate,N05AH01,327.80802,3.1,28.1,450,247.6,0.132334924,0.093264017,0.229110308,0.023608031,0.003157443,0.000612907,4.92E-05,2.36E-06,1,0.835254647,0.865384303,1,1,0.87358822,0.765763638,0.936016754,0.515894302,0.243414516,1,1,0.736228043,0.548587808,1,1,0.203824987,0.0606825,1,1,9.54E-05,5.04E-06,4.93E-07,0.386070496,1,1,1,0.886267207,0.680306495,0.829232864,1,0.853980898
Luteolin,-,286.2363,1.4,107,447,208.7,0.149273941,0.537618576,0.442618495,0.448173792,1,1,0.266494851,1,1,0.886357292,1,0.382923991,1,0.175760212,0.023293782,0.017749717,0.585732448,0.024775043,1,0,0.310758053,1,1,0.515394857,1,0.339742939,0.000626544,1,0.612447457,1,0.329577087,0.562466235,1,0.430420865,1,0.032657587,0.060614696,0.076515033,0.388463828,1
Lymecycline,J01AA04,602.63282,-4.4,243,1230,439.3,0.681771561,4.26E-05,0.367353211,1.34E-05,5.04E-06,2.23E-05,1.53E-06,5.04E-06,0.051132384,0.070085341,0.038602702,0.027574932,0.681898317,0.238649241,1,5.51E-07,5.66E-06,1.66E-06,5.52E-07,0.070648183,0.131197197,3.20E-05,0.584950442,0.010294236,2.69E-05,0.001026634,5.92E-06,0.785213256,5.04E-06,7.53E-07,0.012928061,0.880449028,0.661352893,0.427177897,2.10E-05,0.009392496,2.13E-06,0.001859804,5.04E-06,8.76E-06
Lynestrenol,G03AC02 G03DC03,284.43572,4.5,20.2,523,233.4,0.991919338,0.329591279,0.471218492,0.038438696,0.13925429,1,0.553760425,0.407950235,1,0.641747696,0.022362855,0.904361354,0.056226148,0.671367879,0.010014942,0.012975115,1,0.89069689,0.632516435,0.019680358,0.509491172,1,1,1,1,0.275002412,1,1,0.0799712,0.729887142,0.045860484,0.012234353,1,0.016551891,0.000228354,0.117912726,0.003709083,0.218191645,0.867823955,0.359668429
Mafenide hydrochloride,D06BA03,186.2315,-0.7,94.6,224,135,1,0.000129582,1.54E-05,0.000612559,5.28E-05,0.000244742,0.0035891,0.000178054,0.000631183,1,1,0.710098756,0.066003823,0.009606166,0.747433105,0.050797032,1,0.003535641,0.860289166,4.19E-05,0.0084923,0.407358418,1,1,0.016727866,0.058732284,8.38E-05,0.538985094,1.29E-05,0.000407345,0.370220562,0.281414243,0.203470204,0.003522489,0.014477365,0.009222294,1,1,1,0.000124422
Maprotiline hydrochloride,N06AA21,277.40332,4.6,12,339,225.9,0.019713698,1,1,0.820053079,1,0.727690765,0.882818445,0.869697061,1,1,0.649703789,0.763685916,1,1,0.983189512,0.832442846,1,1,1,1,0.795653854,0.755262135,1,0.821187055,0.03105449,0.064369078,1,1,0.931803583,0.870589657,1,0.369505976,1,1,1,1,1,1,1,0.909399377
Mebendazole,P02CA01,295.29272,2.8,84.1,423,226.9,0.940573208,0.556808852,0.822369378,0.690981136,0.279412094,1,0.49098396,0.467321947,0.424723275,0.394013595,0.941119935,1,0.408184377,0.446463308,0.661448498,0.43016853,0.674864639,0.196020104,0.32249116,1,0.317686179,0.209102268,0.377000485,0.207495299,0.342716009,0.987732899,0.090427263,0.473767866,0.680764571,0.692333983,0.58922631,1,0.379429609,1,1,0.821263126,0.692820577,0.83854212,0.948407258,0.33998991
Mebeverine hydrochloride,A03AA04,429.5491,5.2,57.2,494,349.6,1,1,0.968140541,0.512167491,1,1,0.31231147,0.544575318,1,1,1,0.9486718,1,1,1,0.233894845,0.931611883,0.536709303,1,1,1,1,0.700706281,0.524844749,1,0.896475714,0.665030982,0.267371312,1,0.805556963,0.674654192,0.873269642,1,1,1,0.855280703,0.307150446,0.874211813,1,1
"Mebhydroline 1,5-naphtalenedisulfonate",R06AX15,276.3755,3.5,8.2,350,227.1,1.22E-05,0.492129014,0.908398692,0.505358684,0.806434382,0.726101179,0.670801185,0.687403305,0.585957628,0.62625934,0.122411462,1,0.273786699,0.232166012,0.265362363,0.640078097,0.756019919,0.623033611,0.135140919,1,0.584705607,0.013823403,0.372354129,0.336627484,0.023010973,0.002495343,0.731343757,0.985199381,0.494561636,0.498050033,0.765526931,0.920274281,0.850431611,1,1,0.808951652,0.067460844,0.791901735,0.997168303,0.309469184
Mecamylamine hydrochloride,C02BB01,167.29114,2.6,12,197,143.3,1,1,1,1,1,1,1,1,1,1,1,0.467095811,1,1,1,1,1,1,1,1,1,0.469692318,0.645915986,1,1,1,1,0.745234202,1,1,1,1,1,1,0.219299626,1,1,1,1,1
